BusinessEntityID;PersonType;Title;FirstName;LastName;EmailPromotion
6227;IN;NULL;Christian;Chen;1
6228;IN;NULL;Christian;Yang;0
6229;IN;NULL;Janet;Alvarez;0
6230;IN;NULL;Janet;Jimenez;0
6231;IN;NULL;Christian;Kumar;2
6232;IN;NULL;Christian;Lal;0
6233;IN;NULL;Christian;Sharma;1
6234;IN;NULL;Damien;Liu;1
6235;IN;NULL;Daisy;Suarez;0
6236;IN;NULL;Janet;Moreno;2
6237;IN;NULL;Christian;Shan;2
6238;IN;NULL;Janet;Munoz;1
6239;IN;NULL;Janet;Alonso;2
6240;IN;NULL;Austin;Henderson;1
6241;IN;NULL;Janet;Romero;1
6242;IN;NULL;Austin;Coleman;0
6243;IN;NULL;Austin;Jenkins;1
6244;IN;NULL;Janet;Navarro;0
6245;IN;NULL;Austin;Perry;1
6246;IN;NULL;Austin;Powell;1
6247;IN;NULL;Austin;Long;2
6248;IN;NULL;Janet;Gutierrez;1
6249;IN;NULL;Austin;Patterson;1
6250;IN;NULL;Austin;Hughes;1
6251;IN;NULL;Austin;Flores;0
6252;IN;NULL;Austin;Washington;0
6253;IN;NULL;Janet;Torres;0
6254;IN;NULL;Austin;Butler;2
6255;IN;NULL;Austin;Simmons;0
6256;IN;NULL;Janet;Dominguez;0
6257;IN;NULL;Janet;Gill;2
6258;IN;NULL;Austin;Foster;2
6259;IN;NULL;Janet;Vazquez;0
6260;IN;NULL;Austin;Gonzales;0
6261;IN;NULL;Austin;Bryant;0
6262;IN;NULL;Daisy;Sanz;1
6263;IN;NULL;Janet;Browning;0
6264;IN;NULL;Janet;Serrano;0
6265;IN;NULL;Janet;Ramos;0
6266;IN;NULL;Austin;Alexander;0
6267;IN;NULL;Austin;Russell;1
6268;IN;NULL;Janet;Carlson;0
6269;IN;NULL;Austin;Griffin;0
6270;IN;NULL;Austin;Diaz;0
6271;IN;NULL;Austin;Hayes;0
6272;IN;NULL;Janet;Suarez;1
6273;IN;NULL;Janet;Sanz;0
6274;IN;NULL;Austin;Zhang;2
6275;IN;NULL;Austin;Wang;0
6276;IN;NULL;Janet;Ortega;0
6277;IN;NULL;Austin;Chen;0
6278;IN;NULL;Kristine;Martin;0
6279;IN;NULL;Austin;Li;2
6280;IN;NULL;Austin;Yang;0
6281;IN;NULL;Kristine;Gomez;0
6282;IN;NULL;Austin;Kumar;0
6283;IN;NULL;Austin;Lal;1
6284;IN;NULL;Daisy;Rubio;0
6285;IN;NULL;Kristine;Ruiz;2
6286;IN;NULL;Austin;Sharma;0
6287;IN;NULL;Austin;Shan;2
6288;IN;NULL;Kristine;Diaz;0
6289;IN;NULL;Austin;Jai;0
6290;IN;NULL;Kristine;Hernandez;1
6291;IN;NULL;Cameron;Henderson;1
6292;IN;NULL;Kristine;Alvarez;0
6293;IN;NULL;Cameron;Coleman;0
6294;IN;NULL;Cameron;Perry;0
6295;IN;NULL;Cameron;Powell;0
6296;IN;NULL;Cameron;Long;0
6297;IN;NULL;Cameron;Patterson;0
6298;IN;NULL;Cameron;Hughes;0
6299;IN;NULL;Kristine;Moreno;2
6300;IN;NULL;Kristine;Munoz;0
6301;IN;NULL;Cameron;Flores;2
6302;IN;NULL;Kristine;Alonso;2
6303;IN;NULL;Cameron;Washington;0
6304;IN;NULL;Cameron;Butler;1
6305;IN;NULL;Cameron;Simmons;0
6306;IN;NULL;Kristine;Romero;0
6307;IN;NULL;Kristine;Navarro;2
6308;IN;NULL;Cameron;Foster;2
6309;IN;NULL;Cameron;Gonzales;0
6310;IN;NULL;Daisy;Ortega;0
6311;IN;NULL;Kristine;Gutierrez;0
6312;IN;NULL;Cameron;Bryant;0
6313;IN;NULL;Kristine;Dominguez;1
6314;IN;NULL;Kristine;Gill;0
6315;IN;NULL;Cameron;Alexander;2
6316;IN;NULL;Cameron;Russell;0
6317;IN;NULL;Kristine;Vazquez;0
6318;IN;NULL;Cameron;Griffin;1
6319;IN;NULL;Kristine;Blanco;1
6320;IN;NULL;Cameron;Diaz;1
6321;IN;NULL;Cameron;Hayes;0
6322;IN;NULL;Kristine;Serrano;1
6323;IN;NULL;Kristine;Ramos;2
6324;IN;NULL;Cameron;Zhang;1
6325;IN;NULL;Cameron;Wang;0
6326;IN;NULL;Kristine;Carlson;1
6327;IN;NULL;Kristine;Suarez;0
6328;IN;NULL;Cameron;Chen;2
6329;IN;NULL;Raquel;Hernandez;1
6330;IN;NULL;Kristine;Sandberg;0
6331;IN;NULL;Cameron;Li;0
6332;IN;NULL;Cameron;Yang;0
6333;IN;NULL;Cameron;Kumar;1
6334;IN;NULL;Cameron;Lal;0
6335;IN;NULL;Kristine;Ortega;0
6336;IN;NULL;Cameron;Sharma;1
6337;IN;NULL;Cameron;Shan;2
6338;IN;NULL;Jacquelyn;Martin;1
6339;IN;NULL;Cameron;Jai;1
6340;IN;NULL;James;Ross;1
6341;IN;NULL;Jacquelyn;Gomez;0
6342;IN;NULL;James;Henderson;1
6343;IN;NULL;Jacquelyn;Ruiz;2
6344;IN;NULL;Jacquelyn;Diaz;2
6345;IN;NULL;James;Coleman;0
6346;IN;NULL;James;Jenkins;0
6347;IN;NULL;Jacquelyn;Hernandez;0
6348;IN;NULL;Jacquelyn;Jimenez;0
6349;IN;NULL;James;Perry;1
6350;IN;NULL;James;Powell;1
6351;IN;NULL;Raquel;Alvarez;0
6352;IN;NULL;Jacquelyn;Moreno;0
6353;IN;NULL;James;Long;2
6354;IN;NULL;Jacquelyn;Munoz;0
6355;IN;NULL;James;Patterson;1
6356;IN;NULL;Jacquelyn;Alonso;0
6357;IN;NULL;Jacquelyn;Romero;1
6358;IN;NULL;Jacquelyn;Navarro;0
6359;IN;NULL;Jacquelyn;Gutierrez;0
6360;IN;NULL;Jacquelyn;Torres;0
6361;IN;NULL;Jacquelyn;Dominguez;2
6362;IN;NULL;Jacquelyn;Gill;1
6363;IN;NULL;Jacquelyn;Vazquez;0
6364;IN;NULL;Jacquelyn;Blanco;2
6365;IN;NULL;James;Hughes;0
6366;IN;NULL;Jacquelyn;Serrano;0
6367;IN;NULL;James;Flores;0
6368;IN;NULL;James;Washington;0
6369;IN;NULL;James;Butler;0
6370;IN;NULL;James;Simmons;1
6371;IN;NULL;Jacquelyn;Ramos;0
6372;IN;NULL;Jacquelyn;Castro;0
6373;IN;NULL;James;Gonzales;1
6374;IN;NULL;James;Bryant;0
6375;IN;NULL;James;Alexander;0
6376;IN;NULL;James;Russell;2
6377;IN;NULL;Jacquelyn;Suarez;0
6378;IN;NULL;Jacquelyn;Saunders;2
6379;IN;NULL;James;Griffin;2
6380;IN;NULL;James;Diaz;0
6381;IN;NULL;Jacquelyn;Rowe;0
6382;IN;NULL;Jacquelyn;Ortega;0
6383;IN;NULL;James;Hayes;0
6384;IN;NULL;James;Zhang;0
6385;IN;NULL;Ramon;Zhang;0
6386;IN;NULL;James;West;1
6387;IN;NULL;James;Chen;1
6388;IN;NULL;James;Li;0
6389;IN;NULL;James;Yang;0
6390;IN;NULL;James;Kumar;1
6391;IN;NULL;Raquel;Moreno;2
6392;IN;NULL;Ramon;Chen;0
6393;IN;NULL;James;Lal;1
6394;IN;NULL;Ramon;Li;2
6395;IN;NULL;James;Sharma;1
6396;IN;NULL;James;Shan;1
6397;IN;NULL;Ramon;Liu;0
6398;IN;NULL;James;Jai;0
6399;IN;NULL;Jonathan;Ross;0
6400;IN;NULL;Ramon;Yang;1
6401;IN;NULL;Jonathan;Henderson;0
6402;IN;NULL;Jonathan;Coleman;0
6403;IN;NULL;Ramon;Huang;0
6404;IN;NULL;Jonathan;Jenkins;1
6405;IN;NULL;Jonathan;Perry;2
6406;IN;NULL;Jonathan;Powell;0
6407;IN;NULL;Jonathan;Long;0
6408;IN;NULL;Jonathan;Patterson;1
6409;IN;NULL;Jonathan;Hughes;1
6410;IN;NULL;Jonathan;Flores;0
6411;IN;NULL;Ramon;Wu;2
6412;IN;NULL;Ramon;Lin;1
6413;IN;NULL;Ramon;Zhou;0
6414;IN;NULL;Jonathan;Washington;2
6415;IN;NULL;Jonathan;Butler;1
6416;IN;NULL;Ramon;Ye;2
6417;IN;NULL;Jonathan;Foster;0
6418;IN;NULL;Jonathan;Gonzales;0
6419;IN;NULL;Jonathan;Bryant;2
6420;IN;NULL;Ramon;Zhao;1
6421;IN;NULL;Jonathan;Alexander;0
6422;IN;NULL;Ramon;Lu;0
6423;IN;NULL;Jonathan;Russell;0
6424;IN;NULL;Jonathan;Griffin;1
6425;IN;NULL;Jonathan;Diaz;0
6426;IN;NULL;Jonathan;Hayes;1
6427;IN;NULL;Ramon;Xu;0
6428;IN;NULL;Jonathan;Zhang;0
6429;IN;NULL;Ramon;Gao;0
6430;IN;NULL;Ramon;Ma;0
6431;IN;NULL;Jonathan;Chen;1
6432;IN;NULL;Ramon;Guo;0
6433;IN;NULL;Ramon;He;1
6434;IN;NULL;Jonathan;Li;1
6435;IN;NULL;Jonathan;Yang;0
6436;IN;NULL;Ramon;Zheng;2
6437;IN;NULL;Jonathan;Lal;1
6438;IN;NULL;Raquel;Alonso;0
6439;IN;NULL;Ramon;Hu;2
6440;IN;NULL;Jonathan;Shan;0
6441;IN;Sr.;Ramón;Cai;1
6442;IN;NULL;Jonathan;Jai;0
6443;IN;NULL;Ramon;Zeng;1
6444;IN;NULL;Ramon;She;0
6445;IN;NULL;Logan;Ross;0
6446;IN;NULL;Logan;Henderson;0
6447;IN;NULL;Ernest;Zhang;0
6448;IN;NULL;Logan;Coleman;1
6449;IN;NULL;Ernest;Wang;1
6450;IN;NULL;Logan;Jenkins;0
6451;IN;NULL;Ernest;Chen;0
6452;IN;NULL;Logan;Perry;0
6453;IN;NULL;Logan;Powell;0
6454;IN;NULL;Logan;Long;0
6455;IN;NULL;Ernest;Li;0
6456;IN;NULL;Ernest;Liu;1
6457;IN;NULL;Logan;Patterson;0
6458;IN;NULL;Logan;Hughes;2
6459;IN;NULL;Logan;Flores;2
6460;IN;NULL;Logan;Washington;1
6461;IN;NULL;Raquel;Romero;2
6462;IN;NULL;Ernest;Huang;0
6463;IN;NULL;Ernest;Wu;0
6464;IN;NULL;Ernest;Lin;2
6465;IN;NULL;Logan;Foster;1
6466;IN;NULL;Ernest;Zhou;0
6467;IN;NULL;Logan;Gonzales;0
6468;IN;NULL;Ernest;Ye;2
6469;IN;NULL;Logan;Bryant;0
6470;IN;NULL;Ernest;Zhao;0
6471;IN;NULL;Ernest;Lu;0
6472;IN;NULL;Logan;Alexander;0
6473;IN;NULL;Ernest;Xu;0
6474;IN;NULL;Logan;Griffin;0
6475;IN;NULL;Logan;Diaz;2
6476;IN;NULL;Ernest;Sun;0
6477;IN;NULL;Logan;Hayes;2
6478;IN;NULL;Ernest;Zhu;0
6479;IN;NULL;Ernest;Gao;1
6480;IN;NULL;Logan;Wang;0
6481;IN;NULL;Ernest;Liang;0
6482;IN;NULL;Logan;Chow;0
6483;IN;NULL;Logan;Li;1
6484;IN;NULL;Zachary;Shan;2
6485;IN;NULL;Ernest;Guo;0
6486;IN;NULL;Zachary;Jai;2
6487;IN;NULL;Ernest;Harrison;1
6488;IN;NULL;Ethan;Ross;1
6489;IN;NULL;Ethan;Henderson;0
6490;IN;NULL;Ernest;Hu;0
6491;IN;NULL;Ethan;Coleman;0
6492;IN;NULL;Ethan;Jenkins;0
6493;IN;NULL;Ethan;Perry;2
6494;IN;NULL;Ethan;Powell;1
6495;IN;NULL;Ernest;Zeng;0
6496;IN;NULL;Ethan;Long;2
6497;IN;NULL;Ethan;Patterson;0
6498;IN;NULL;Ernest;She;2
6499;IN;NULL;Ethan;Hughes;0
6500;IN;NULL;Raquel;Gutierrez;0
6501;IN;NULL;Ethan;Flores;1
6502;IN;NULL;Ethan;Butler;0
6503;IN;NULL;Ethan;Simmons;0
6504;IN;NULL;Steve;Wagner;1
6505;IN;NULL;Steve;Chen;0
6506;IN;NULL;Steve;Li;2
6507;IN;NULL;Ethan;Foster;1
6508;IN;NULL;Ethan;Gonzales;1
6509;IN;NULL;Steve;Liu;2
6510;IN;NULL;Ethan;Bryant;0
6511;IN;NULL;Ethan;Alexander;0
6512;IN;NULL;Steve;Yang;0
6513;IN;NULL;Steve;Wu;0
6514;IN;NULL;Ethan;Russell;0
6515;IN;NULL;Steve;Lin;2
6516;IN;NULL;Ethan;Griffin;0
6517;IN;NULL;Steve;Zhou;0
6518;IN;NULL;Ethan;Diaz;2
6519;IN;NULL;Raquel;Torres;0
6520;IN;NULL;Steve;Ye;0
6521;IN;NULL;Ethan;Hayes;0
6522;IN;NULL;Ethan;Zhang;1
6523;IN;NULL;Ethan;Winston;0
6524;IN;NULL;Steve;Lu;0
6525;IN;NULL;Ethan;Chen;0
6526;IN;NULL;Steve;Xu;2
6527;IN;NULL;Steve;Sun;1
6528;IN;NULL;Ethan;Yang;0
6529;IN;NULL;Steve;Gao;0
6530;IN;NULL;Ethan;Kumar;1
6531;IN;NULL;Steve;Ma;0
6532;IN;NULL;Steve;Liang;0
6533;IN;NULL;Ethan;Lal;0
6534;IN;NULL;Steve;Guo;0
6535;IN;NULL;Ethan;Sharma;1
6536;IN;NULL;Ethan;Shan;0
6537;IN;NULL;Ethan;Jai;1
6538;IN;NULL;Raquel;Dominguez;0
6539;IN;NULL;Steve;He;0
6540;IN;NULL;Steve;Zheng;2
6541;IN;NULL;Steve;Hu;0
6542;IN;NULL;Steve;Cai;0
6543;IN;NULL;Steve;Zeng;0
6544;IN;NULL;Ryan;Ross;2
6545;IN;NULL;Ryan;Henderson;0
6546;IN;NULL;Ryan;Coleman;0
6547;IN;NULL;Ryan;Jenkins;1
6548;IN;NULL;Micah;Wang;0
6549;IN;NULL;Ryan;Perry;0
6550;IN;NULL;Ryan;Powell;2
6551;IN;NULL;Micah;Chen;2
6552;IN;NULL;Ryan;Long;0
6553;IN;NULL;Ryan;Patterson;2
6554;IN;NULL;Micah;Li;0
6555;IN;NULL;Raquel;Gill;0
6556;IN;NULL;Micah;Liu;2
6557;IN;NULL;Ryan;Hughes;0
6558;IN;NULL;Ryan;Flores;2
6559;IN;NULL;Micah;Yang;2
6560;IN;NULL;Micah;Huang;0
6561;IN;NULL;Ryan;Washington;0
6562;IN;NULL;Ryan;Butler;0
6563;IN;NULL;Micah;Wu;0
6564;IN;NULL;Ryan;Simmons;0
6565;IN;NULL;Ryan;Foster;0
6566;IN;NULL;Micah;Lin;1
6567;IN;NULL;Ryan;Gonzales;1
6568;IN;NULL;Ryan;Bryant;2
6569;IN;NULL;Micah;Zhou;1
6570;IN;NULL;Ryan;Alexander;1
6571;IN;NULL;Micah;Ye;0
6572;IN;NULL;Ryan;Russell;2
6573;IN;NULL;Micah;Zhao;0
6574;IN;NULL;Ryan;Griffin;1
6575;IN;NULL;Ryan;Diaz;2
6576;IN;NULL;Ryan;Hayes;0
6577;IN;NULL;Ryan;Zhang;2
6578;IN;NULL;Micah;Lu;0
6579;IN;NULL;Ryan;Wang;0
6580;IN;NULL;Ryan;Chen;0
6581;IN;NULL;Micah;Xu;2
6582;IN;NULL;Ryan;Li;0
6583;IN;NULL;Clarence;Huang;0
6584;IN;NULL;Reginald;Vazquez;1
6585;IN;NULL;Reginald;Blanco;0
6586;IN;NULL;Ryan;Yang;0
6587;IN;NULL;Ryan;Kumar;0
6588;IN;NULL;Reginald;Serrano;2
6589;IN;NULL;Ryan;Lal;2
6590;IN;NULL;Reginald;Ramos;0
6591;IN;NULL;Ryan;Shan;0
6592;IN;NULL;Reginald;Carlson;0
6593;IN;NULL;Reginald;Suarez;1
6594;IN;NULL;Ryan;Jai;0
6595;IN;NULL;Reginald;Sanz;2
6596;IN;NULL;Reginald;Ortega;0
6597;IN;NULL;Justin;Ross;1
6598;IN;NULL;Alberto;Martin;0
6599;IN;NULL;Clarence;Wu;2
6600;IN;NULL;Alberto;Gomez;1
6601;IN;NULL;Justin;Henderson;0
6602;IN;NULL;Alberto;Ruiz;0
6603;IN;NULL;Alberto;Diaz;1
6604;IN;NULL;Justin;Coleman;0
6605;IN;NULL;Justin;Jenkins;0
6606;IN;NULL;Justin;Perry;0
6607;IN;NULL;Alberto;Hernandez;0
6608;IN;NULL;Justin;Powell;1
6609;IN;NULL;Alberto;Alvarez;2
6610;IN;NULL;Justin;Long;0
6611;IN;NULL;Alberto;Jiménez;2
6612;IN;NULL;Justin;Patterson;1
6613;IN;NULL;Justin;Hughes;0
6614;IN;NULL;Hany;Morcos;2
6615;IN;NULL;Justin;Flores;1
6616;IN;NULL;Justin;Washington;1
6617;IN;NULL;Justin;Butler;1
6618;IN;NULL;Alberto;Muñoz;0
6619;IN;NULL;Justin;Simmons;0
6620;IN;NULL;Justin;Foster;1
6621;IN;NULL;Justin;Gonzales;0
6622;IN;NULL;Justin;Bryant;2
6623;IN;NULL;Alberto;Alonso;1
6624;IN;NULL;Alberto;Romero;1
6625;IN;NULL;Justin;Alexander;0
6626;IN;NULL;Clarence;Lin;0
6627;IN;NULL;Alberto;Navarro;0
6628;IN;NULL;Alberto;Gutierrez;0
6629;IN;NULL;Justin;Russell;1
6630;IN;NULL;Justin;Griffin;0
6631;IN;NULL;Justin;Diaz;0
6632;IN;NULL;Justin;Hayes;0
6633;IN;NULL;Justin;Zhang;1
6634;IN;NULL;Alberto;Dominguez;1
6635;IN;NULL;Alberto;Gill;0
6636;IN;NULL;Justin;Chen;0
6637;IN;NULL;Alberto;Blanco;0
6638;IN;NULL;Alberto;Serrano;0
6639;IN;NULL;Justin;Li;1
6640;IN;NULL;Alberto;Ramos;0
6641;IN;NULL;Justin;Yang;1
6642;IN;NULL;Justin;Kumar;2
6643;IN;NULL;Clarence;Zhou;0
6644;IN;NULL;Alberto;Suarez;2
6645;IN;NULL;Justin;Lal;0
6646;IN;NULL;Alberto;Sanz;1
6647;IN;NULL;Alberto;Rowe;0
6648;IN;NULL;Justin;Shan;0
6649;IN;NULL;Justin;Jai;0
6650;IN;NULL;Alberto;Ortega;1
6651;IN;NULL;David;Ross;0
6652;IN;NULL;David;Henderson;1
6653;IN;NULL;David;Coleman;0
6654;IN;NULL;Eddie;Martin;0
6655;IN;NULL;David;Jenkins;1
6656;IN;NULL;David;Perry;0
6657;IN;NULL;Eddie;Gomez;2
6658;IN;NULL;David;Powell;0
6659;IN;NULL;Eddie;Ruiz;2
6660;IN;NULL;Eddie;Hernandez;2
6661;IN;NULL;David;Long;2
6662;IN;NULL;Eddie;Alvarez;0
6663;IN;NULL;David;Patterson;2
6664;IN;NULL;David;Hughes;1
6665;IN;NULL;Damien;Huang;1
6666;IN;NULL;Clarence;Ye;2
6667;IN;NULL;Eddie;Johnsen;2
6668;IN;NULL;David;Flores;0
6669;IN;NULL;David;Washington;0
6670;IN;NULL;David;Butler;0
6671;IN;NULL;David;Simmons;2
6672;IN;NULL;David;Foster;0
6673;IN;NULL;David;Gonzales;1
6674;IN;NULL;David;Bryant;0
6675;IN;NULL;David;Alexander;1
6676;IN;NULL;Eddie;Munoz;2
6677;IN;NULL;David;Russell;1
6678;IN;NULL;David;Griffin;0
6679;IN;NULL;David;Diaz;2
6680;IN;NULL;David;Hayes;0
6681;IN;NULL;Eddie;Alonso;0
6682;IN;NULL;David;Chen;1
6683;IN;NULL;Eddie;Romero;2
6684;IN;NULL;David;Li;0
6685;IN;NULL;David;Yang;0
6686;IN;NULL;David;Kumar;0
6687;IN;NULL;Eddie;Navarro;2
6688;IN;NULL;David;Lal;2
6689;IN;NULL;Eddie;Gutierrez;2
6690;IN;NULL;Eddie;Torres;1
6691;IN;NULL;Eddie;Dominguez;1
6692;IN;NULL;Eddie;Gill;0
6693;IN;NULL;David;Shan;0
6694;IN;NULL;David;Jai;0
6695;IN;NULL;Benjamin;Ross;1
6696;IN;NULL;Clarence;Zhao;0
6697;IN;NULL;Eddie;Vazquez;0
6698;IN;NULL;Benjamin;Henderson;0
6699;IN;NULL;Benjamin;Coleman;0
6700;IN;NULL;Eddie;Serrano;2
6701;IN;NULL;Eddie;Ramos;1
6702;IN;NULL;Eddie;Carlson;1
6703;IN;NULL;Eddie;Suarez;0
6704;IN;NULL;Eddie;Sanz;1
6705;IN;NULL;Benjamin;Perry;0
6706;IN;NULL;Benjamin;Powell;1
6707;IN;NULL;Eddie;Rubio;1
6708;IN;NULL;Eddie;Ortega;0
6709;IN;NULL;Benjamin;Long;0
6710;IN;NULL;Benjamin;Patterson;0
6711;IN;NULL;Benjamin;Hughes;0
6712;IN;NULL;Benjamin;Flores;0
6713;IN;NULL;Theodore;Martin;1
6714;IN;NULL;Benjamin;Washington;0
6715;IN;NULL;Theodore;Gomez;1
6716;IN;NULL;Benjamin;Butler;0
6717;IN;NULL;Benjamin;Simmons;0
6718;IN;NULL;Benjamin;Foster;1
6719;IN;NULL;Theodore;Ruiz;1
6720;IN;NULL;Benjamin;Gonzales;2
6721;IN;NULL;Theodore;Diaz;0
6722;IN;NULL;Benjamin;Bryant;1
6723;IN;NULL;Theodore;Hernandez;0
6724;IN;NULL;Theodore;Alvarez;2
6725;IN;NULL;Theodore;Jimenez;0
6726;IN;NULL;Benjamin;Alexander;1
6727;IN;NULL;Benjamin;Russell;0
6728;IN;NULL;Theodore;Moreno;0
6729;IN;NULL;Theodore;Alonso;0
6730;IN;NULL;Benjamin;Griffin;0
6731;IN;NULL;Theodore;Romero;0
6732;IN;NULL;Benjamin;Diaz;0
6733;IN;NULL;Benjamin;Hayes;0
6734;IN;NULL;Benjamin;Zhang;0
6735;IN;NULL;Theodore;Navarro;0
6736;IN;NULL;Benjamin;Wang;2
6737;IN;NULL;Benjamin;Chen;0
6738;IN;NULL;Theodore;Gutierrez;0
6739;IN;NULL;Benjamin;Li;0
6740;IN;NULL;Benjamin;Yang;0
6741;IN;NULL;Theodore;Torres;0
6742;IN;NULL;Benjamin;Kumar;2
6743;IN;NULL;Theodore;Dominguez;0
6744;IN;NULL;Benjamin;Lal;2
6745;IN;NULL;Benjamin;Sharma;0
6746;IN;NULL;Benjamin;Shan;0
6747;IN;NULL;Theodore;Gill;0
6748;IN;NULL;Benjamin;Jai;0
6749;IN;NULL;Christian;Ross;0
6750;IN;NULL;Theodore;Vazquez;1
6751;IN;NULL;Christian;Henderson;1
6752;IN;NULL;Theodore;Browning;0
6753;IN;NULL;Christian;Coleman;1
6754;IN;NULL;Christian;Jenkins;0
6755;IN;NULL;Christian;Perry;0
6756;IN;NULL;Theodore;Serrano;2
6757;IN;NULL;Christian;Powell;2
6758;IN;NULL;Christian;Long;2
6759;IN;NULL;Christian;Patterson;0
6760;IN;NULL;Theodore;Ramos;1
6761;IN;NULL;Theodore;Carlson;0
6762;IN;NULL;Christian;Hughes;0
6763;IN;NULL;Christian;Flores;0
6764;IN;NULL;Theodore;Suarez;0
6765;IN;NULL;Christian;Washington;1
6766;IN;NULL;Christian;Butler;1
6767;IN;NULL;Mya;Diaz;1
6768;IN;NULL;Theodore;Sanz;1
6769;IN;NULL;Mya;Hayes;0
6770;IN;NULL;Theodore;Rowe;1
6771;IN;NULL;Theodore;Ortega;0
6772;IN;NULL;Caroline;Price;0
6773;IN;NULL;Caroline;Bennett;0
6774;IN;NULL;Caroline;Wood;0
6775;IN;NULL;Caroline;Barnes;1
6776;IN;NULL;Caroline;Ross;0
6777;IN;NULL;Tyrone;Gomez;2
6778;IN;NULL;Caroline;Henderson;1
6779;IN;NULL;Caroline;Coleman;0
6780;IN;NULL;Tyrone;Ruiz;2
6781;IN;NULL;Caroline;Perry;0
6782;IN;NULL;Tyrone;Diaz;2
6783;IN;NULL;Tyrone;Hernandez;1
6784;IN;NULL;Caroline;Long;1
6785;IN;NULL;Caroline;Patterson;0
6786;IN;NULL;Tyrone;Alvarez;2
6787;IN;NULL;Caroline;Hughes;1
6788;IN;NULL;Clarence;Zhu;0
6789;IN;NULL;Tyrone;Jimenez;2
6790;IN;NULL;Caroline;Flores;0
6791;IN;NULL;Tyrone;Moreno;2
6792;IN;NULL;Caroline;Washington;1
6793;IN;NULL;Caroline;Butler;0
6794;IN;NULL;Caroline;Simmons;0
6795;IN;NULL;Tyrone;Munoz;1
6796;IN;NULL;Caroline;Foster;0
6797;IN;NULL;Caroline;Gonzales;0
6798;IN;NULL;Tyrone;Alonso;1
6799;IN;NULL;Caroline;Bryant;1
6800;IN;NULL;Caroline;Alexander;0
6801;IN;NULL;Caroline;Russell;2
6802;IN;NULL;Tyrone;Navarro;0
6803;IN;NULL;Caroline;Griffin;1
6804;IN;NULL;Tyrone;Gutierrez;0
6805;IN;NULL;Tyrone;Dominguez;2
6806;IN;NULL;Caroline;Diaz;0
6807;IN;NULL;Cassidy;Price;0
6808;IN;NULL;Tyrone;Gill;0
6809;IN;NULL;Cassidy;Bennett;0
6810;IN;NULL;Clarence;Gao;2
6811;IN;NULL;Tyrone;Vazquez;0
6812;IN;NULL;Cassidy;Wood;2
6813;IN;NULL;Cassidy;Barnes;1
6814;IN;NULL;Tyrone;Blanco;1
6815;IN;NULL;Cassidy;Ross;0
6816;IN;NULL;Cassidy;Henderson;2
6817;IN;NULL;Cassidy;Coleman;1
6818;IN;NULL;Cassidy;Jenkins;2
6819;IN;NULL;Tyrone;Serrano;2
6820;IN;NULL;Tyrone;Ramos;1
6821;IN;NULL;Tyrone;Carlson;0
6822;IN;NULL;Cassidy;Perry;0
6823;IN;NULL;Cassidy;Powell;2
6824;IN;NULL;Cassidy;Long;2
6825;IN;NULL;Cassidy;Patterson;2
6826;IN;NULL;Tyrone;Suarez;0
6827;IN;NULL;Cassidy;Hughes;1
6828;IN;NULL;Cassidy;Flores;0
6829;IN;NULL;Tyrone;Sanz;2
6830;IN;NULL;Tyrone;Rubio;2
6831;IN;NULL;Tyrone;Ortega;0
6832;IN;NULL;Neil;Martin;1
6833;IN;NULL;Cassidy;Washington;0
6834;IN;NULL;Cassidy;Butler;0
6835;IN;NULL;Neil;Gomez;0
6836;IN;NULL;Neil;Ruiz;0
6837;IN;NULL;Cassidy;Simmons;2
6838;IN;NULL;Cassidy;Foster;0
6839;IN;NULL;Neil;Diaz;1
6840;IN;NULL;Cassidy;Gonzales;2
6841;IN;NULL;Cassidy;Bryant;0
6842;IN;NULL;Neil;Alvarez;0
6843;IN;NULL;Cassidy;Alexander;0
6844;IN;NULL;Neil;Jimenez;2
6845;IN;NULL;Cassidy;Russell;2
6846;IN;NULL;Cassidy;Griffin;0
6847;IN;NULL;Cassidy;Diaz;2
6848;IN;NULL;Cassidy;Hayes;1
6849;IN;NULL;Neil;Alonso;2
6850;IN;NULL;Jordyn;Bennett;0
6851;IN;NULL;Neil;Romero;0
6852;IN;NULL;Clarence;Liang;0
6853;IN;NULL;Neil;Navarro;1
6854;IN;NULL;Jordyn;Wood;0
6855;IN;NULL;Jordyn;Barnes;1
6856;IN;NULL;Neil;Gutierrez;2
6857;IN;NULL;Jordyn;Ross;1
6858;IN;NULL;Neil;Torres;0
6859;IN;NULL;Neil;Dominguez;0
6860;IN;NULL;Jordyn;Henderson;0
6861;IN;NULL;Jordyn;Coleman;0
6862;IN;NULL;Neil;Vazquez;1
6863;IN;NULL;Jordyn;Jenkins;1
6864;IN;NULL;Neil;Blanco;0
6865;IN;NULL;Neil;Serrano;0
6866;IN;NULL;Jordyn;Perry;0
6867;IN;NULL;Jordyn;Powell;0
6868;IN;NULL;Jordyn;Long;2
6869;IN;NULL;Neil;Ramos;0
6870;IN;NULL;Jordyn;Patterson;0
6871;IN;NULL;Neil;Carlson;0
6872;IN;NULL;Jordyn;Hughes;0
6873;IN;NULL;Jordyn;Flores;1
6874;IN;NULL;Clarence;Guo;2
6875;IN;NULL;Neil;Suarez;0
6876;IN;NULL;Jordyn;West;2
6877;IN;NULL;Jordyn;Butler;1
6878;IN;NULL;Neil;Sanz;0
